origin_text,random_text,label
希望以后我的子孙还有机会看到我盖的这个大楼，也会留给他们好印象。,希望以后我的子孙还有机会看到我盖的这个大楼，也会留给他们好印像。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
我也不想毁了您一生的心血，到时候我自己我会觉得自己是个败家子，很失败，再也抬不起头来面对爸爸和所有的人。,我也不想毁了您一生的心血，到时候我自己我会觉得自己是个败家子，很失败，在也抬不起头来面对爸爸和所有的人。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
所以这两年来我一边读书、一边打工。,所以这两年来我一边图书、一边打工。,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
后来客人非常地生气，然后叫我过来。,后来客人非常地生气，然后叫我过来。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
而且我不知道该说什么，所以一直都站在那里听客人的抱怨，因为我什么都没有说话，所以客人更生气。,而且我不知道该说什么，所以一直都站在那里听客人的报怨，因为我什么都没有说话，所以客人更生气。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
到时候我们的店长过来救我。,到时候我们的店长过来求我。,0 0 0 0 0 0 0 0 0 0 1 0 0
因为今天造成您的困扰，所以我们今天免费提供饮料或点甜。,因为今天造成您的困扰，所以我们今天免费提供饮料或点甜。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我也知道，身为爸爸是非常辛苦地，拼命地赚钱，只希望孩子有一个很灿烂的未来。,我也知道，身为爸爸是非常辛苦地，拼命地赚钱，只希望孩子有一个很灿烂的未来。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他们身体都莫名其妙地带上很多病患，生活碰到很多障碍。,他们身体都莫名其妙的带上很多病患，生活碰到很多障碍。,0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
老伯伯们的念头是可以出院，跟朋友们打太极拳，喝喝茶，聊聊天，照顾自己的家园，开开心心地看小孙子下课回来叫一声＂爷爷＂。,老伯伯们的念头是可以出院，跟朋友们打太极拳，喝喝茶，聊聊天，照顾自己的家园，开开心心地看小孙子下课回来叫一声＂爷爷＂。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我要当医生，好好儿地研究医术，希望可以帮忙他们快一点恢复，实现自己的梦想，这就是我的梦想！,我要当医生，好好而的研究医术，希望可以帮忙他们快一点回复，实现自己的梦想，这就是我的梦想！,0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
人生只有一次，我希望活一个有意义的生活，老了以后，回头看看，可以满意地微笑。,人生只有一次，我希望活一个有意义的生活，老了以后，回头看看，可以满意地微笑。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你平常默默做生意的人但是我已经好几次从妈妈听到你多么辛苦开始生意，到现在为止一直尽力努力。,你平常默默做生意的人但是我已经好几次从妈妈听到你多么辛苦开始生意，到现在为止一直尽力努力。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你的儿子敬启。,你的儿子敬启。,0 0 0 0 0 0 0
我是王天华，爸爸最近好吗？,我是王天华，爸爸最近好吗？,0 0 0 0 0 0 0 0 0 0 0 0 0
我从小很喜欢当老师，所以每天都很努力学习，希望将来可以教大家的知识。,我从小很喜欢当老师，所以每天都恨努力学习，希望将来可以教大家的知识。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我也看到现在世界上也有很多人没有那么多机会去上课，学习人类的文化，所以让他们常常做错，以后犯罪了就被社会分别，真的很苦。,我也看到现在世界上也有很多人没有那么多机会去上课，学习人类的文化，所以让他们常常做错，以后犯罪了就被社会分别，真得很苦。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
您好！最近身体好吗？,您好！最近身体好码？,0 0 0 0 0 0 0 0 1 0
虽然我很想帮爸爸的忙，我对做生意没有兴趣也没有经验，而且我已经规划好我生活中的下一步。,虽然我很想帮爸爸的忙，我对做生意没有兴趣也没有经验，而且我已经规划好我生活中的下一步。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我想去环游世界，多看看世界上的远近知名地点和参观不同国家的艺术馆。,我想去环游世界，多看看世界上的远近知名地点和参观不同国家的艺术馆。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他如果做得不好您还是可以换个人选，但是我觉得弟弟一定会尽力因为他不想让爸爸失望。,他如果作的不好您还是可以换个人选，但是我觉得弟弟一定会尽力因为他不想让爸爸失望。,0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
如果把公司交给他，您就可以安心地退休！,如果把公司交给他，您就可以安心地退休！,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
您好，亲爱的父亲。,您好，情爱的父亲。,0 0 0 1 0 0 0 0 0
所以你退休之后，你好好使用你的馀生时间。,所以你退休之后，你好好使用你的馀生事间。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
我们这周末见面以后讨论一下这个问题我先想解决办法，我们再讨论吧。,我们这周末见面以后讨论一下这个问题我先想解决办法，我们再讨论吧。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我不知道怎么说才好，我知道你的一生那么辛苦，我现在才知道你要退休。,我不知道怎么说才好，我知道你的一生那么辛咕，我现在才知道你要退休。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
我也知道你的企业来我担当继续发展。我很感谢你对我怎么信任。,我也知道你的企业来我担当继续发展。我很感谢你对我怎么信任。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
可是爸爸我很对不起。因为我有我自己的人生计画。,可是爸爸我很对不起。因为我有我自己的人生计画。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我希望你先原谅我，然后接受我的计画。,我希望你先原谅我，然后接受我的计画。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
现在的企业有专门的经营人来经营我觉得有道理。如果你可以接受这种方法我的心就轻松多了。,现在的企业有专门的经营人来经营我觉得有道理。如果你可以接收这种方法我的心就轻松多了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
我希望你退休以后你就多多去旅行，检查健康，多多陪妈妈享受你的另以外的人生。,我希望你退休以后你就多多去吕行，检查健康，多多赔妈妈享收你的另以外的人生。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
有这样的夫妻关系的话，不知道将来有怎样的困难时也不用那么担心。,有这样的夫妻关系的话，不知道将来有怎样的困难时也不用那么担心。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
可是我觉得如果继续工作对她来说是比较好。女人结婚以后继续工作就给她多自由跟独立。,可是我觉得如果继续工作对她来说是比较好。女人结婚以后继续工作就给他多自由跟独立。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
当然找时间照顾孩子是很重要，可是父亲跟母亲都应该做的。,当然找时间照顾孩子是很重要，可是父亲跟母亲都应该做的。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
在全世界现代比古代女人有权力，我就觉得她们应该利用这个权力。,在全世界现代比古代女人有权力，我就觉得他们应该利用这个权力。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
现代变化也是越来越快。工作是一个方法女人们可以向这个变化准备。,现代变化也是越来越快。工作是一个方法女人们可以向这个变化准备。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我还不懂为什么现代有那么多人还是觉得女人必须留在家里照顾孩子，先生。这下子就没办法有自己的钱。,我还不懂为什么现代有那么多人还是觉得女人必须留在家里照顾孩子，先生。这下子就没办法有自己的钱。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
如果以后发生离婚会很困难地继续生活。这些人有这个想法不知道应该如何对女生。,如果以后发生离婚会很困难的继续生活。这些人有这个想法不知道应该如何对女生。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
他们觉得女生是为了服务男生。真的没有道理。,他们觉得女生是餵了服务男生。真的没有道理。,0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
跟以前不一样，人口集中都市，反而人跟人的关系越来越稀薄了。,跟以前不一样，人口集中都市，反而人跟人的关系越来越希薄了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
女生结婚生子以后，应该继续工作当个职业妇女。,女生结婚生子以后，应该继续工作档个职业妇女。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
所以为了预备突然另一半被开除，发生意外的事等等，女生也应该结婚生子后也继续工作，避免家庭完全没有收入的风险。,所以为了预备突然另一伴被开除，发生意外的事等等，女生也应该结婚生子后也继续工作，避免家庭完全没有收入的风险。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
她们不单只是家庭主妇，天天在家里专心照顾先生和孩子、打扫、洗衣、煮饭、等等还可以有自己的事业，实现自己的梦想。,她们不单只是家庭主妇，天天在家里专心照顾先生和孩子、打扫、洗衣、煮饭、等等还可以有自己的事业，实现自己的梦想。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
不过问题是，职业妇女结婚生子以后，应该辞职或继续工作呢？,不过问题是，职业妇女结婚生子以后，应该辞职或继续工作呢？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
还有，在家里也要有个亲人看著，绝对不能让孩子单独跟保母在家里。,还有，在家里也要有个亲人看著，绝对不能让孩子单独跟保母在家理。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
下班之后，我就会将时间全部用来照顾孩子和先生。这样不是两全其美的事吗？,下班之后，我就会将时间全部用来照顾孩子和先生。这样不是两全其美的是吗？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
上班之前做便当晒衣服，下班之后去幼儿园接我们。,上班之前做便当晒衣服，下班之后去幼儿园接我们。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
很多暴力家庭，外遇也是从这个点子发生。,很多暴力家庭，外偶也是从这个点子发生。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
现在的他们回家会帮忙他老婆煮饭，会教孩子功课。,现在的他们回家会帮忙他老婆煮饭，会教孩子功课。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
工作不会让女人变老，而是给女人更多开心的事情，不要每天闷闷地在家庭做无数的杂事。,工作不会让女人变老，而是给女人更多开心的事情，不要每天闷闷地在家庭做无数的杂事。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我个人认为现在还是存在所谓「重男轻女」的观念，所以身为女性我不想让一些人看不起女生。,我个人认为现在还是存在所谓「重男经女」的观念，所以身为女性我不想让一些人看不起女生。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
而女生呢？结婚生子之后，不是在家做家事，就是照顾先生、孩子。世界上还有公理吗？,而女生呢？结婚生子之后，不是在家做家事，就是照顾先生、孩子。世界上还有公理吗？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
世界上，有很多女强人的例子，他她不但把家庭照顾的得好，而且在工作方面也很有成就。,世界上，有很多女强人的例子，他她不但把家庭照顾的得好，而且在工作方面也很有成就。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
如果你仔细地回头看一看，你已经花了多少时间，多少力气才得到这份工作，现在只为了一点点事情而放弃所有，你舍得吗？,如果你仔细地回头看一看，你已经花了多少时间，多少力气才得到这份工作，现在只为了一点点事情而放弃所有，你舍得吗？,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
有的老板因为想法还是存在「重男轻女」的观念而总是看不起女生，所以「结婚生子之后你的工作能力一定退步了」可以变成很好的离职理由。,有的老板因为想法还是存在「重男经女」的观念而总是看不起女生，所以「结婚生子之后你的工作能力一定退步了」可以变成很好的离职理由。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
或是有的老公很自私要求自己的老婆得在家照顾家庭不让她去上班。,或是有的老公很自私要求自己的老婆得在家照顾家庭不让他去上班。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0
总而言之，女人只要有信心，勇敢追逐自己的梦想，说不定还比男生更厉害喔！,总而言之，女人只要有信心，勇敢追促自己的梦想，说不定还比男生更厉害喔！,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
首先，因为医学的进步以及生活品质的提高，现代的女生不需要生很多孩子。与此同时，托儿所，小学已经普及各地。,首先，因为医学的进步以及生活品质的提高，现代的女生不需要生很多孩子。于此同时，托儿所，小学已经普及各地。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
之前只有男生有权利在政治，科学，教育，运动等发展自己。,之前只有男生有权利在政治，科学，教育，运动等发展自己。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
虽然一边工作一边照顾家庭的确非常辛苦，不过我想这样女生们不但可以为社会做出些贡献，还可以发展自己，把自己的生活变得更精采，更充实！,虽然一边工作一边照顾家庭的确非常辛苦，不过我想这样女生们不但可以为社会做出些贡献，还可以发展自己，把自己的生活变得更精采，更充实！,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
如果女人生子以后就不再做工作，她们以前获得的专门知识与技术都在工作上无法使用了。,如果女人生字以后就不再做工作，她们以前获得的专门知识与技术都在工作上无法使用了。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
人类的一半就是女人，如果不好好利用她们的生产力，把国家的总生产力不容易再提高。,人类的一般就是女人，如果不好好利用她们的生产力，把国家的总生产力不容易再提高。,0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
她们之所以会有这种病是因为她们整天待在家陪小孩，而没有机会出去接触外面的世界。,她们之所以会有著重病是因为她们正天待在家陪小孩，而没有机会出去接触外面的世界。,0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
男人当家庭主妇也已经是普遍的现象。,男人当家庭主妇也已经是普遍的现象。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
最近妇女有比较多的选择可以做她们想要做的事。,最近妇女有比较多的选檡可以做她们想要做的事。,0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
我小时候一直看我的妈很困难养我弟弟跟我。她是一个优秀的职业妇女。,我小时候一直看我的妈很困难养我弟弟跟我。她是一个优秀的职业妇女。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我也希望有一天我可以跟她一样地成功了。现代社会里，比以前的差很多啊。,我也希望有一天我可以跟她一样的成功了。现代社会里，比以前的差很多阿。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
比如说我妈上一次结婚的时候她交给我的继父但是我的继父没有对她好。,比如说我妈上一次结婚的时候她交给我的继父但是我的继父没有对她好。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
她对我非常好但是我应该要在乎她能不能可以独立做她的事。,她对我非常好但是我应该要在乎她能不能可以独立做她的事。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
假设有一天我们结婚了然后我跟她吵架，如果她没有工作她没办法可以谈到她要的道理。,假设有一天我们结婚了然后我跟她吵架，如果她没有工作她没办法可以谈到她要的道理。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
她可以说她花了很多力量照顾小孩子但是现代可以送任何的小孩子去补习班类似的地方让人协助照顾啊。,她可以说她花了很多力量照顾小孩子但是现代可以送任何的小孩子去补习班类似的地方让人协助照顾啊。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
女人可能会认为家里一直照顾小孩会给全家庭一个温柔的感觉，并不是。,女人可能会认为家里一直照顾小孩会给全家庭一个温柔的感觉，并不是。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
女人会浪费她们的人才如果一直留在家里。重点是婚礼的关系公平不公平。,女人会浪费她们的人才如果一值留在家里。中点是婚礼的关系公平不公平。,0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
在无论哪个国家工作赚钱都辛苦，因而职业妇女减少家庭赚钱的压力。,在无论哪个国家工作赚钱都辛苦，因而职业妇努减少家庭赚钱的压力。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0
不过在许多传统文化的国家，女人尚未得到平等。,不过在许多传统文化的国家，女人向未得到平等。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0
许多非洲移民一旦到了欧洲区的国家去，就很难接受男女平等的原则，甚至遇到法律上的冲突。,许多非洲移民一旦到了欧洲区的国家去，就很难接受男女平等的原则，甚至遇到法律上的冲秃。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
无论于工作方面或选举方面，女人主义不断地推广男女合作、相辅相成的沟通。,无论于工作方面或选举方面，女人主义不断地推广男女合作、相辅相成的沟通。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
在法国，女人是从第一次世界大战而得到权利，由于当时武器的制造过程需要人工，因此女人在工厂里自然而然地替代男人。,在法国，女人是从第一次世界大战而得到权力，由于当时武器的制造过程需要人工，因此女人在工厂里自然而然地替代男人。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
上述的现象影响到了大部分的西方国家，而且男女平等不只涉及到了经济方面，也改变文化上的深层，如婚礼或教育。,上述的现象影响到了大部分的西方国家，而且男女平等不只涉及到了经济方面，也改变文化上的深层，如婚礼或教育。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
虽然我的生日快到了，但我最近心情也不太好，因为家里经济出了问题，父亲就必须在超市上班，所以你的心情我能够了解。,虽然我的生日快到了，但我最近心情也不太好，因为家里经济出了问题，父亲就必须在超市上班，所以你的性情我能够了解。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
说话我也听说过现在有不少公司开始实施了无薪假，其实我的公司去年也执行了无薪假。,说话我也听说过现在有不少公司开始实拖了无薪假，其实我的公司去年也执行了无薪假。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
当然生活不可不节省了，就像我也不能常到馆子吃饭了，喜欢嚐美食的我似乎失去日常生活中的小小的乐趣。,当然生活不可不节省了，就像我也不能常到馆子吃饭了，喜欢嚐美食的我似乎失去日常生活中的小小的乐趣。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
唉，大明，我可以体会你的心情啊。,唉，大明，我可以体会你的心情阿。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
你喜欢跑步吗？动动身体是一件好事，当我心情难过的时候我鼓励自己常出门，就带上运动鞋立刻出门跑跑步。,你喜欢跑步吗？动动身体是一件好事，当我心情难过的时候我鼓励自己常出门，就带上运动鞋立刻出门跑跑步。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
最近因经济不景气的关系，「无薪假」现象越来越普遍了。,最近因经济不景气的关系，「无薪假」现象越来越普遍了。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你公司属于纺织业，产品向国外出口所以应该也受到了很大的影响。,你公司属于纺织业，产品向国外出口所以应该也收到了很大的影响。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
我记得５年前因台湾政府施行封锁外劳市场而特别针对越南劳工市场的时候，很多越南劳务出口公司破产，引起了大量人失业的现象。,我记得５年前因台湾政府施行封锁外劳市场而特别针对越南劳工市场的时候，很多越南劳务出口公司破产，引起了大量人失业的现象。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我那时候也在一家劳务出口公司担任开发市场职务。,我那时候也再一家劳务出口公司担任开发市场职务。,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
但是我又想，自己有知识只要坚定去做一选择的目标，总可以克服可观影响的．．．所以我就开发留学游学方面。,但是我又想，自己有知识只要坚定去做一选择的目标，总可以克服可观影响的．．．所以我就开发六学有雪方面。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0
我希望你不要为了这次的打击而影响工作的观念。,我希望你不要为了这次的打击而影响工作的观念。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
我们越南有句话：「河有段，人有难」是说什么时候什么人都会有时候碰到困难。,我们越南有句话：「河有段，人有难」是说什么时候什么人都会有时候碰到困难。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你一定要坚持，努力得工作。所以来日可待！,你一定要坚持，努力得工作。所以来日可待！,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
很多人因为没工作，忧郁成疾，还有人选择自杀，种种相关问题，不断地在社会上出现。,很多人因为没工作，忧郁成疾，还有人选择自杀，种种相关问题，不断的在社会上出现。,0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
像我身边也有很多人，因为金融海啸，公司裁员，弄得大家都没工作。,像我身边也有很多人，因为经融海啸，公司裁员，弄得大家都没工作。,0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
这只是个过渡期，你就当公司放假，趁这个时机，就出去外面走走吧！,这只是个过度期，你就当公司放假，趁这个时机，就出去外面走走吧！,0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
你说现在你的公司受了经济的影响，你的薪水变低很多。,你说现在你的公司收了经济的影响，你的薪水变低很多。,0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
